GEOID20,District,FriendlyId,GEOID23,Total_2016-2020_Comp,Dem_2016-2020_Comp,Rep_2016-2020_Comp,Total_2020_Sen,Dem_2020_Sen,Rep_2020_Sen,Total_2020_Pres,Dem_2020_Pres,Rep_2020_Pres,Total_2018_AG,Dem_2018_AG,Rep_2018_AG,Total_2018_Gov,Dem_2018_Gov,Rep_2018_Gov,Total_2016_Pres,Dem_2016_Pres,Rep_2016_Pres,Total_2016_Sen,Dem_2016_Sen,Rep_2016_Sen,Total_2019_CVAP,White_2019_CVAP,Hispanic_2019_CVAP,Black_2019_CVAP,Asian_2019_CVAP,Native_2019_CVAP,Pacific_2019_CVAP,BlackAlone_2019_CVAP,AsianAlone_2019_CVAP,NativeAlone_2019_CVAP,OtherAlone_2019_CVAP,TwoOrMore_2019_CVAP,Total_2019_Total,White_2019_Total,Hispanic_2019_Total,Black_2019_Total,Asian_2019_Total,Native_2019_Total,Pacific_2019_Total,BlackAlone_2019_Total,NativeAlone_2019_Total,Total_2020_CVAP,White_2020_CVAP,Hispanic_2020_CVAP,Black_2020_CVAP,Asian_2020_CVAP,Native_2020_CVAP,Pacific_2020_CVAP,BlackAlone_2020_CVAP,AsianAlone_2020_CVAP,NativeAlone_2020_CVAP,PacificAlone_2020_CVAP,OtherAlone_2020_CVAP,Total_2020_ACSTot,White_2020_ACSTot,Hispanic_2020_ACSTot,Black_2020_ACSTot,Asian_2020_ACSTot,Native_2020_ACSTot,Pacific_2020_ACSTot,BlackAlone_2020_ACSTot,AsianAlone_2020_ACSTot,NativeAlone_2020_ACSTot,PacificAlone_2020_ACSTot,OtherAlone_2020_ACSTot,TwoOrMore_2020_ACSTot,Total_2010_Total,White_2010_Total,Hispanic_2010_Total,Black_2010_Total,Asian_2010_Total,Native_2010_Total,Pacific_2010_Total,BlackAlone_2010_Total,NativeAlone_2010_Total,Total_2010_VAP,White_2010_VAP,Hispanic_2010_VAP,Black_2010_VAP,Asian_2010_VAP,Native_2010_VAP,Pacific_2010_VAP,BlackAlone_2010_VAP,NativeAlone_2010_VAP,Total_2020_NHVAP,White_2020_NHVAP,Hispanic_2020_NHVAP,BlackAlone_2020_NHVAP,AsianAlone_2020_NHVAP,NativeAlone_2020_NHVAP,PacificAlone_2020_NHVAP,OtherAlone_2020_NHVAP,TwoOrMore_2020_NHVAP,Total_2020_Total,White_2020_Total,Hispanic_2020_Total,Black_2020_Total,Asian_2020_Total,Native_2020_Total,Pacific_2020_Total,Total_2020_VAP,White_2020_VAP,Hispanic_2020_VAP,Black_2020_VAP,Asian_2020_VAP,Native_2020_VAP,Pacific_2020_VAP
17031cust8744f8e3ed23dd3c4f6088852626dad179194ea5,1,17031cust8744f8e3ed23dd3c4f6088852626dad179194ea5,19031,1139,822,254,1237,845,236,1241,946,268,1054,744,294,1043,760,229,1150,841,245,1133,815,248,1375,707,62,598,0,3,0,578,0,3,0,0,1782,973,105,715,10,4,0,0,0,1271,553,117,631,0,0,0,0,0,0,0,0,1559,629,200,744,0,0,0,710,0,0,0,0,20,1863,1063,82,697,23,15,1,0,0,1452,819,58,563,17,11,1,0,0,1482,801,78,522,18,7,0,12,44,1774,953,111,657,32,33,2,1482,801,78,557,22,29,2
17031cust3c1800311a27e9d8cd36a1eee625122fa04a72f1,1,17031cust3c1800311a27e9d8cd36a1eee625122fa04a72f1,19032,677,551,98,719,539,75,718,605,105,622,507,99,614,509,74,708,579,103,706,575,109,885,270,37,581,0,0,0,581,0,0,0,0,1208,362,64,735,34,21,0,0,0,810,223,43,475,0,0,0,0,0,0,0,0,1098,415,59,580,34,20,0,570,34,20,0,0,0,1136,313,38,781,7,17,2,0,0,849,264,21,557,7,14,1,0,0,888,219,41,587,7,0,1,5,28,1090,239,84,753,21,10,1,888,219,41,613,15,9,1
17031custcaa0c6c29a1cce8607d0442cd24ad7304560a353,1,17031custcaa0c6c29a1cce8607d0442cd24ad7304560a353,19033,508,166,307,567,167,309,579,151,418,441,161,261,443,183,228,520,153,350,513,196,277,697,584,71,33,0,13,0,33,0,0,0,0,917,790,88,30,0,13,0,0,0,727,626,41,25,0,30,0,0,0,0,0,0,946,836,65,29,0,14,0,29,0,0,0,0,14,967,877,70,19,5,3,0,0,0,715,666,38,7,2,1,0,0,0,714,624,50,10,3,0,0,13,14,1018,869,93,27,6,10,1,714,624,50,14,5,5,0
17031custf2268d9b426f4746bf50eda9cf32b97d35bf577c,1,17031custf2268d9b426f4746bf50eda9cf32b97d35bf577c,19034,1142,596,480,1239,617,467,1236,618,603,1039,533,474,1037,575,393,1180,614,495,1165,648,459,1307,1164,111,20,12,0,0,20,12,0,0,0,1777,1559,173,25,20,0,0,0,0,1304,1157,110,30,6,0,0,0,0,0,0,0,1731,1502,187,34,8,0,0,34,8,0,0,0,0,2057,1892,92,60,8,11,0,0,0,1445,1344,42,40,5,6,0,0,0,1464,1289,79,50,8,1,0,11,26,1932,1707,107,76,24,11,1,1464,1289,79,62,21,6,1
17031custe143b853ee56ad41d5c41e031ff2463e2930ce46,1,17031custe143b853ee56ad41d5c41e031ff2463e2930ce46,19035,793,530,234,850,541,220,856,602,243,733,472,249,725,479,218,817,552,226,812,538,244,934,660,35,240,0,0,0,235,0,0,0,0,1255,853,41,363,0,0,0,0,0,950,626,29,315,0,0,0,0,0,0,0,0,1338,851,31,454,0,0,0,442,0,0,0,0,13,1247,954,50,230,12,4,0,0,0,904,691,31,168,5,1,0,0,0,968,687,40,205,9,4,0,1,22,1245,884,61,272,23,12,0,968,687,40,218,18,8,0
17031cust1614fac938298b142ba09d2342ec6ac7234fc902,1,17031cust1614fac938298b142ba09d2342ec6ac7234fc902,19036,703,460,205,772,494,195,775,551,211,633,400,213,627,403,189,714,475,194,706,442,234,866,495,55,296,12,4,5,286,9,0,0,0,1047,596,61,375,14,6,7,0,0,1005,665,33,292,6,5,4,0,0,0,0,0,1321,787,87,444,10,10,7,421,7,0,5,0,22,1154,765,54,325,10,10,0,0,0,842,570,30,239,3,3,0,0,0,882,591,40,222,7,0,0,2,20,1152,767,65,301,23,13,1,882,591,40,242,9,11,0
17031cust90b4abedc3fac391bec2226daa3b1e724883dc39,1,17031cust90b4abedc3fac391bec2226daa3b1e724883dc39,20001,499,430,45,534,433,49,554,468,73,353,302,36,345,307,26,630,563,36,598,515,51,1126,161,763,200,5,0,0,200,5,0,0,0,2850,256,2338,326,10,25,0,0,0,1368,166,1056,134,8,0,0,0,0,0,0,0,3206,250,2729,303,10,41,0,216,7,0,0,0,4,3741,146,2899,736,21,36,9,0,0,2322,122,1774,432,16,28,8,0,0,2585,96,2202,243,12,2,2,9,19,3691,118,3196,383,31,246,6,2585,96,2202,287,17,183,6
17031cust3d6814e0acc22f3cd45269be1dff9cdd6920c22e,1,17031cust3d6814e0acc22f3cd45269be1dff9cdd6920c22e,20002,371,322,32,410,321,34,418,369,47,261,231,22,265,244,14,437,394,27,435,365,37,1036,117,719,174,26,0,0,174,22,0,0,0,2437,157,2004,252,62,41,0,0,0,998,155,644,70,61,0,0,0,0,0,0,0,2470,158,1894,365,80,3,0,334,47,0,0,0,39,2929,113,2487,265,89,40,2,0,0,1881,97,1553,171,63,29,2,0,0,1854,96,1540,102,103,0,0,0,13,2733,117,2309,196,139,64,2,1854,96,1540,121,107,44,2
17031custa1556dd5bf07cbf12f56b2db21ea21b7de461ce1,1,17031custa1556dd5bf07cbf12f56b2db21ea21b7de461ce1,20003,341,307,21,368,281,38,378,324,46,271,241,28,278,250,18,413,381,15,389,352,20,1027,150,419,446,9,0,0,446,9,0,0,0,1952,166,1156,632,18,4,0,0,0,968,78,442,494,10,0,0,0,0,0,0,0,2100,155,1421,508,44,22,0,473,37,0,0,0,11,2196,67,1084,1046,8,52,2,0,0,1408,56,660,691,5,32,2,0,0,1525,38,953,496,4,0,0,6,28,2291,56,1473,781,23,78,10,1525,38,953,544,13,57,9
17031cust83cfdfeb3800746267baeeef5c3e300d5f6f3bd4,1,17031cust83cfdfeb3800746267baeeef5c3e300d5f6f3bd4,20004,239,218,9,261,194,7,258,245,12,182,166,13,180,168,7,286,270,9,279,256,9,534,12,112,409,0,0,0,409,0,0,0,0,726,21,185,524,0,0,0,0,0,572,25,148,391,0,0,0,0,0,0,0,0,769,30,261,475,0,0,0,475,0,0,0,0,0,941,14,87,847,0,6,1,0,0,609,12,49,549,0,4,1,0,0,693,5,260,415,0,0,0,0,13,965,5,377,587,5,21,2,693,5,260,435,2,20,2
17031cust0ffda3f6e757d2ff21dba4261655baaa46c5a510,1,17031cust0ffda3f6e757d2ff21dba4261655baaa46c5a510,20005,667,608,30,677,499,28,689,619,59,551,511,33,533,500,15,818,782,26,799,735,42,1263,61,90,1089,19,0,0,1089,19,0,4,0,1722,97,252,1345,34,0,7,0,0,1208,11,117,1073,15,0,0,0,0,0,0,0,1753,97,306,1348,24,0,9,1330,20,0,0,0,4,2399,39,219,2129,21,16,0,0,0,1618,32,140,1432,15,13,0,0,0,1564,30,464,1019,23,0,0,8,20,2154,36,690,1403,37,36,2,1564,30,464,1044,29,28,1
17031cust1f1acab0345648a8b68e40f44234bd5cefc351ce,1,17031cust1f1acab0345648a8b68e40f44234bd5cefc351ce,20006,362,338,9,352,263,5,355,338,15,307,288,13,309,292,11,451,441,6,446,414,15,739,0,30,708,0,4,0,704,0,0,0,0,906,0,90,816,0,6,0,0,0,721,3,42,675,4,4,0,0,0,0,0,0,821,2,102,716,1,5,0,706,1,0,0,0,10,1212,10,56,1148,4,9,0,0,0,874,9,34,832,3,6,0,0,0,726,12,125,574,3,0,0,5,7,930,18,192,714,9,15,3,726,12,125,578,7,7,3
17031cust61bf67fee52df2de3aa8b7de2b77bf99b5f4ec62,1,17031cust61bf67fee52df2de3aa8b7de2b77bf99b5f4ec62,20007,467,439,10,453,337,10,458,433,19,387,372,11,387,364,13,608,585,10,583,543,22,882,4,46,834,0,0,0,834,0,0,0,0,1072,4,110,959,0,0,0,0,0,685,11,65,612,0,0,0,0,0,0,0,0,868,12,161,736,0,0,0,697,0,0,0,0,0,2551,13,27,2522,1,9,0,0,0,1751,13,17,1725,1,6,0,0,0,953,10,74,842,3,1,0,7,16,1239,10,108,1109,4,17,1,953,10,74,859,3,11,0
17031cust2a98e0e51460fc120f027b78a7e1c2fc8954a599,1,17031cust2a98e0e51460fc120f027b78a7e1c2fc8954a599,20008,571,518,17,580,398,9,595,558,31,460,427,24,453,422,15,687,663,10,666,631,15,1106,15,6,1080,4,0,0,1080,4,0,0,0,1501,29,6,1452,13,0,0,0,0,1271,7,15,1125,109,0,0,0,0,0,0,0,1736,31,83,1538,145,0,0,1474,35,0,0,0,109,1926,14,22,1892,14,18,0,0,0,1339,12,14,1307,14,15,0,0,0,1281,8,44,1211,0,5,0,0,13,1724,8,71,1653,1,15,2,1281,8,44,1230,0,8,1
17031cust1c9896d11e89dbedae90a5d62c2d35159642abee,1,17031cust1c9896d11e89dbedae90a5d62c2d35159642abee,20009,901,829,21,934,687,13,946,896,40,771,733,23,767,728,21,1017,980,13,1000,948,24,1871,28,12,1820,0,10,0,1817,0,9,0,0,2811,29,14,2747,0,16,0,0,0,1875,81,18,1779,0,15,0,0,0,0,0,0,2722,68,22,2611,0,12,0,2604,0,8,0,8,9,2805,10,25,2780,11,13,2,0,0,1887,10,15,1867,7,10,0,0,0,2086,29,61,1939,0,0,0,6,51,2817,35,101,2701,6,26,2,2086,29,61,2004,3,24,2
17031cust05d90a6d84a077e5def8e6cd6c4fd620015c24a8,1,17031cust05d90a6d84a077e5def8e6cd6c4fd620015c24a8,20010,1021,942,22,1086,795,12,1101,1049,38,838,801,28,833,796,18,1165,1141,10,1148,1081,29,1830,16,12,1802,0,10,0,1775,0,1,0,0,2676,15,29,2575,0,31,0,0,0,1831,10,12,1790,0,5,0,0,0,0,0,0,2683,29,37,2546,0,30,0,2494,0,1,0,73,50,3292,20,35,3254,4,19,3,0,0,2194,17,22,2161,3,12,3,0,0,2542,23,61,2398,5,5,0,0,50,3687,25,116,3565,12,41,3,2542,23,61,2470,9,32,1
17031cust1b885b1cc0d8034fcbac71d1909af7a5e23b53bd,1,17031cust1b885b1cc0d8034fcbac71d1909af7a5e23b53bd,20011,860,781,24,875,638,17,870,819,32,708,662,36,699,664,18,1019,980,17,1001,933,33,1818,20,10,1756,0,25,0,1756,0,0,0,0,2550,19,38,2397,0,94,0,0,0,1611,20,13,1549,0,29,0,0,0,0,0,0,2229,22,49,2077,0,92,0,2066,0,0,0,0,92,2736,8,9,2717,7,11,0,0,0,1771,7,6,1757,6,8,0,0,0,2206,17,51,2062,2,7,2,13,52,3262,17,99,3161,10,43,6,2206,17,51,2141,6,32,4
17031custa1c71005753b15983fe5dfbe4d60b8d6c88e36b7,1,17031custa1c71005753b15983fe5dfbe4d60b8d6c88e36b7,20012,357,330,8,336,256,4,335,312,10,255,242,12,252,238,7,503,494,3,470,445,12,849,3,15,835,0,0,0,835,0,0,0,0,1522,2,14,1506,0,13,0,0,0,815,3,8,812,0,0,0,0,0,0,0,0,1675,2,19,1655,0,19,0,1655,0,0,0,0,0,1819,7,8,1799,7,8,1,0,0,802,5,2,792,3,2,1,0,0,983,0,12,957,0,0,0,0,14,2065,0,20,2055,6,7,0,983,0,12,975,6,7,0
17031custda68ecbd161d398e819de448044a0a15d0dc5935,1,17031custda68ecbd161d398e819de448044a0a15d0dc5935,20013,1231,1106,57,1359,1117,46,1371,1292,53,1106,1007,78,1095,1009,50,1237,1126,41,1225,1094,72,1908,662,49,1014,180,19,0,996,151,0,0,0,2239,794,63,1166,213,19,0,0,0,2254,795,78,1062,310,8,0,0,0,0,0,0,2630,995,99,1166,372,11,0,1151,305,0,0,0,79,2333,528,92,1583,155,17,2,0,0,1926,486,68,1256,125,14,2,0,0,2452,593,154,1347,254,3,0,3,98,2912,666,205,1720,351,47,4,2452,593,154,1423,293,36,1
17031cust7b0495c1b99cb6a4b8c1bca5996e76bd4c1b9481,1,17031cust7b0495c1b99cb6a4b8c1bca5996e76bd4c1b9481,20014,887,811,21,904,679,11,896,853,32,771,738,24,760,720,19,1005,958,13,990,928,25,1492,83,28,1353,10,13,0,1307,10,3,9,0,1967,85,91,1734,40,34,0,0,0,1553,72,30,1436,10,3,0,0,0,0,0,0,2046,84,73,1864,25,19,0,1765,10,4,0,25,87,2074,79,40,1948,18,9,3,0,0,1529,64,26,1431,13,9,1,0,0,1407,46,45,1265,8,2,0,6,35,1795,52,64,1675,21,20,5,1407,46,45,1312,15,13,4
17031custa2349f96e6722cb1b59c2613ec4c7593d7d033ef,1,17031custa2349f96e6722cb1b59c2613ec4c7593d7d033ef,20015,756,689,19,797,585,15,810,765,30,636,599,26,624,584,19,860,827,10,842,785,29,1420,29,50,1330,0,0,0,1330,0,0,4,0,1894,47,69,1835,0,7,7,0,0,1505,70,40,1380,0,0,0,0,0,0,0,0,1988,84,59,1887,0,7,7,1779,0,0,0,0,66,2219,22,18,2186,4,22,0,0,0,1530,12,11,1511,3,12,0,0,0,1768,52,41,1622,2,5,1,4,41,2524,70,65,2411,10,31,3,1768,52,41,1682,2,22,3
17031cust04aedefcf273aad9450f155874ce043e5862705b,1,17031cust04aedefcf273aad9450f155874ce043e5862705b,20016,792,727,18,827,613,13,841,795,30,640,607,19,636,599,19,919,888,11,895,849,24,1320,0,49,1255,10,0,0,1255,10,0,0,0,1735,0,121,1702,26,0,0,0,0,1415,10,10,1385,10,0,0,0,0,0,0,0,1809,11,9,1767,22,0,0,1767,22,0,0,0,0,2624,25,33,2579,11,13,0,0,0,1818,22,22,1781,10,10,0,0,0,1659,41,21,1534,10,1,0,3,49,2053,50,43,1956,27,48,8,1659,41,21,1591,18,37,7
17031cust566a87a550fb9052ae54d4dfd8a7e5f56f2bc849,1,17031cust566a87a550fb9052ae54d4dfd8a7e5f56f2bc849,20017,830,745,36,940,736,32,950,887,40,707,650,44,695,638,35,851,794,21,842,767,42,1406,370,120,781,118,0,0,776,118,0,12,0,1870,450,169,984,313,2,0,0,0,1201,208,62,852,52,0,0,0,0,0,0,0,1692,478,150,844,268,1,0,792,222,0,0,0,52,1966,283,53,1509,135,22,3,0,0,1450,250,41,1055,111,14,0,0,0,1758,246,74,1202,151,3,0,13,69,2166,272,110,1600,196,29,2,1758,246,74,1266,169,22,1
17031custa41e675d65a7c5f92db2278399fb24757a0c1eae,1,17031custa41e675d65a7c5f92db2278399fb24757a0c1eae,20018,926,829,43,954,734,39,962,889,51,811,750,50,810,756,32,1008,932,33,984,897,49,1793,508,87,1052,133,1,0,1034,133,0,12,0,2604,669,130,1579,256,3,0,0,0,1941,460,87,1287,118,4,0,0,0,0,0,0,2665,630,147,1624,302,5,0,1542,253,0,0,5,91,2470,564,114,1585,225,24,3,0,0,2020,529,99,1189,206,23,2,0,0,2339,420,137,1545,139,4,0,3,91,2882,463,173,2081,199,50,4,2339,420,137,1627,170,36,2
17031custcc11aa48e6aa92feb74033cbb4fce38aad8dd8c4,1,17031custcc11aa48e6aa92feb74033cbb4fce38aad8dd8c4,20019,478,436,17,556,436,17,553,520,22,440,406,28,442,408,22,458,435,8,448,414,15,1233,11,24,1201,0,0,0,1193,0,0,0,0,1844,12,23,1810,0,0,0,0,0,1244,25,29,1173,0,0,0,0,0,0,0,0,1816,22,27,1766,0,0,0,1761,0,0,0,0,7,1270,85,40,1143,21,36,0,0,0,945,76,31,838,13,21,0,0,0,890,67,32,736,19,2,0,8,26,1156,90,44,1000,41,18,1,890,67,32,770,22,10,0
17031cust961fd5766bed6ad9d16dac0a65cca40138463bc8,1,17031cust961fd5766bed6ad9d16dac0a65cca40138463bc8,20020,624,572,16,676,518,6,682,653,22,538,513,24,528,502,13,665,643,7,653,607,19,1209,22,15,1171,0,6,0,1153,0,0,0,0,1602,22,28,1544,0,5,0,0,0,1374,23,24,1341,0,1,0,0,0,0,0,0,1740,18,35,1679,0,3,0,1656,0,0,0,8,24,1471,54,28,1385,12,16,2,0,0,1083,42,21,1015,8,12,2,0,0,1260,53,34,1128,7,0,0,6,32,1593,63,51,1473,19,27,0,1260,53,34,1162,16,15,0
17031cust5b036226cf993ff742ac7fbd49070050f68a1e01,1,17031cust5b036226cf993ff742ac7fbd49070050f68a1e01,20021,1131,1035,25,1133,838,18,1132,1082,37,1019,971,35,1002,943,21,1273,1218,17,1244,1163,33,2169,55,28,2015,0,4,0,1988,0,0,67,0,3044,54,51,2915,100,9,51,0,0,2338,47,8,2225,0,3,0,0,0,0,0,0,3205,58,26,3103,75,3,52,2899,13,0,0,6,200,2944,57,42,2849,12,22,3,0,0,2021,51,23,1942,9,15,3,0,0,2240,54,55,2052,7,3,0,5,64,3024,64,74,2903,21,49,1,2240,54,55,2137,15,42,1
17031custdd6d721e102b4acf36b5d349a8898d811d0ebfb0,1,17031custdd6d721e102b4acf36b5d349a8898d811d0ebfb0,20022,1044,963,22,1069,798,14,1079,1019,42,811,770,31,797,755,23,1283,1249,11,1256,1184,36,2068,35,7,1987,0,40,0,1985,0,40,12,0,3014,35,56,2855,18,39,9,0,0,2099,28,0,2012,0,35,0,0,0,0,0,0,2993,33,53,2843,17,34,9,2786,5,0,0,24,92,3578,16,42,3543,2,24,0,0,0,2502,11,23,2478,1,12,0,0,0,2611,37,83,2403,5,4,0,12,67,3557,44,131,3417,16,43,1,2611,37,83,2508,10,34,1
17031cust4d82d0cd9a7bb1e06d13821a8d5f628d421c1c8c,1,17031cust4d82d0cd9a7bb1e06d13821a8d5f628d421c1c8c,20023,387,349,14,385,282,12,396,356,28,352,326,18,337,313,10,447,430,11,439,405,16,713,6,8,702,0,0,0,702,0,0,0,0,892,30,21,842,0,0,0,0,0,673,21,7,637,0,0,0,0,0,0,0,0,837,38,18,778,0,13,0,768,0,0,0,0,13,1032,22,24,985,5,10,2,0,0,795,18,20,759,4,8,2,0,0,842,29,86,707,2,0,0,2,16,987,34,115,847,8,16,4,842,29,86,735,5,14,2
17031cust9b369a9dbc2b067591c6c0471a0c63c63c123aa7,1,17031cust9b369a9dbc2b067591c6c0471a0c63c63c123aa7,21001,1075,1015,17,1169,909,16,1166,1130,30,923,883,32,921,879,22,1193,1158,12,1194,1144,22,1603,30,16,1548,0,0,0,1456,0,0,0,0,2139,33,18,2106,0,6,0,0,0,1587,33,19,1525,0,0,0,0,0,0,0,0,2336,49,97,2264,0,87,0,2045,0,0,0,0,149,2445,11,30,2402,4,18,8,0,0,1802,11,20,1772,4,14,3,0,0,1773,15,56,1676,1,4,0,0,21,2339,17,75,2260,5,29,0,1773,15,56,1707,4,22,0
17031cust6f25f2f805532e9d87083a45f3c4dd66a23bd245,1,17031cust6f25f2f805532e9d87083a45f3c4dd66a23bd245,21002,349,326,9,340,269,9,338,323,14,288,276,10,285,269,8,431,415,3,424,396,13,460,68,0,393,0,0,0,387,0,0,0,0,616,67,0,549,0,0,0,0,0,502,38,0,445,0,0,0,0,0,0,0,0,680,54,0,631,0,0,0,557,0,0,0,0,70,845,12,22,815,5,5,1,0,0,592,11,17,567,3,3,1,0,0,585,10,26,526,1,8,0,0,14,782,11,37,733,2,19,2,585,10,26,542,1,18,2
17031cust6857818c889f6d132182a65ab9b4844beffa2e00,1,17031cust6857818c889f6d132182a65ab9b4844beffa2e00,21003,1111,1028,23,1165,916,10,1162,1114,32,986,944,31,971,926,24,1187,1142,18,1183,1121,24,1684,0,0,1679,0,14,0,1632,0,0,0,0,2216,0,0,2203,0,21,0,0,0,1582,0,0,1577,0,4,0,0,0,0,0,0,2231,0,0,2220,0,11,0,2163,0,0,0,0,67,2017,3,13,2005,4,16,0,0,0,1558,3,6,1549,2,14,0,0,0,1537,7,17,1465,0,0,0,9,39,1933,7,35,1885,10,20,3,1537,7,17,1501,8,18,3
17031cust513cfab84e82f578a646cc4169edad7a7027dc22,1,17031cust513cfab84e82f578a646cc4169edad7a7027dc22,21004,979,911,20,1002,784,11,1002,960,30,848,810,25,842,802,18,1118,1079,20,1098,1047,19,1311,35,0,1266,0,15,0,1238,0,15,0,0,1798,32,0,1751,0,15,0,0,0,1253,30,0,1193,0,25,0,0,0,0,0,0,1563,31,0,1508,0,24,0,1482,0,24,0,0,27,2267,5,44,2235,2,16,0,0,0,1646,5,25,1628,1,13,0,0,0,1580,6,26,1500,0,0,0,11,37,2031,6,51,1985,2,17,3,1580,6,26,1548,1,12,1
17031custe43a71618f548ae42cc8dc0131e46d757cd92f2f,1,17031custe43a71618f548ae42cc8dc0131e46d757cd92f2f,21005,1012,948,19,1082,821,12,1090,1035,43,844,797,36,840,796,23,1177,1137,13,1173,1119,24,1756,24,15,1713,0,0,0,1713,0,0,8,0,2382,30,21,2305,0,7,0,0,0,1907,20,7,1849,0,0,0,0,0,0,0,0,2522,30,22,2481,2,8,0,2450,0,0,0,0,18,2870,16,31,2834,3,11,2,0,0,2024,15,15,1995,1,9,0,0,0,1832,18,55,1729,0,2,0,7,21,2431,20,75,2346,7,28,1,1832,18,55,1765,2,9,1
17031custca4bfeec914c66c859e4028bc5e45cfca8079c75,1,17031custca4bfeec914c66c859e4028bc5e45cfca8079c75,21006,1078,995,26,1095,836,16,1087,1045,37,911,852,39,898,848,22,1272,1218,25,1258,1176,42,2174,21,17,2144,0,0,0,2144,0,0,0,0,3085,20,23,3052,0,0,4,0,0,2515,17,36,2447,0,0,0,0,0,0,0,0,3506,21,63,3443,0,0,3,3422,0,0,0,0,0,3556,18,54,3493,4,36,2,0,0,2416,16,33,2373,4,23,2,0,0,2140,22,61,1997,4,8,0,14,34,2834,23,87,2717,11,26,2,2140,22,61,2054,7,22,0
17031custb43d6fdd83bae04d697bff779b103c7ddb872ce3,1,17031custb43d6fdd83bae04d697bff779b103c7ddb872ce3,21007,1117,1045,22,1156,908,8,1171,1113,41,976,930,37,978,919,23,1262,1213,19,1236,1174,29,1839,19,23,1788,0,0,0,1784,0,0,0,0,2496,29,84,2386,0,0,0,0,0,2076,44,39,2000,0,0,0,0,0,0,0,0,2929,43,97,2802,0,0,0,2770,0,0,0,0,20,2583,18,63,2508,5,22,0,0,0,1860,18,49,1795,4,16,0,0,0,1893,22,68,1748,3,2,0,4,46,2443,24,106,2317,5,31,3,1893,22,68,1803,3,28,3
17031cust5950fe0e303617ae2636e5e0547a2733f9f3ff69,1,17031cust5950fe0e303617ae2636e5e0547a2733f9f3ff69,21008,1061,992,21,1077,831,12,1085,1049,28,943,902,30,931,895,19,1195,1158,17,1185,1127,33,1579,46,6,1514,13,0,0,1513,0,0,0,0,1894,44,8,1837,12,0,0,0,0,1562,63,3,1493,0,0,0,0,0,0,0,0,1940,62,6,1875,0,0,0,1872,0,0,0,0,0,2029,14,17,2001,7,18,0,0,0,1609,14,10,1586,5,12,0,0,0,1588,5,28,1530,4,0,0,2,19,1949,8,46,1898,8,10,3,1588,5,28,1556,6,4,3
17031cust2718fecac80bd8cdef07d9f8fed2237d0bbc4518,1,17031cust2718fecac80bd8cdef07d9f8fed2237d0bbc4518,21009,218,204,4,306,238,6,307,290,13,145,140,4,144,138,3,213,208,1,207,198,4,320,5,25,288,0,0,0,281,0,0,0,0,411,5,42,364,0,42,0,0,0,466,25,3,448,0,0,0,0,0,0,0,0,648,5,8,638,0,5,0,614,0,0,0,0,22,425,5,3,411,3,1,0,0,0,297,5,2,289,2,1,0,0,0,454,13,19,416,1,0,0,0,5,686,17,33,656,9,4,1,454,13,19,434,5,1,1
17031cust4027b2a4dfdfe523fe96e53a1fe11fd6d9f51202,1,17031cust4027b2a4dfdfe523fe96e53a1fe11fd6d9f51202,21010,1104,1025,22,1082,845,15,1092,1045,40,1000,961,26,980,929,11,1248,1208,17,1242,1168,36,1782,20,10,1726,0,4,0,1692,0,0,30,0,2410,20,21,2379,9,24,0,0,0,1568,25,8,1495,0,0,0,0,0,0,0,0,2146,23,13,2116,20,23,0,2044,0,0,0,0,65,2297,11,20,2275,7,16,0,0,0,1670,9,15,1651,5,12,0,0,0,1559,6,41,1467,9,0,0,8,28,1997,7,69,1934,15,17,3,1559,6,41,1512,13,14,3
17031cust592d34d5eb81aa26aad8fc2c396aa796e3a5b4db,1,17031cust592d34d5eb81aa26aad8fc2c396aa796e3a5b4db,21011,1043,962,27,1077,811,7,1085,1044,34,931,878,41,919,870,28,1139,1100,21,1126,1061,38,1457,0,40,1423,0,0,0,1423,0,0,0,0,1873,0,58,1858,0,0,0,0,0,1358,0,80,1287,0,0,0,0,0,0,0,0,1726,0,96,1714,0,0,0,1631,0,0,0,0,0,2106,8,24,2086,8,8,1,0,0,1598,7,14,1584,4,4,0,0,0,1484,1,22,1409,2,1,1,6,42,1850,6,31,1810,10,19,3,1484,1,22,1455,10,14,3
17031custa4e76e2e26e8b681186c22498de8c6408a2c7cf6,1,17031custa4e76e2e26e8b681186c22498de8c6408a2c7cf6,21012,660,614,15,667,490,11,667,633,26,560,532,22,555,526,15,782,753,13,770,732,21,793,0,10,763,0,0,0,763,0,0,25,0,880,0,20,823,17,43,0,0,0,1079,0,3,1076,0,0,0,0,0,0,0,0,1279,0,7,1249,17,15,0,1233,17,0,0,14,8,1874,5,20,1853,12,17,0,0,0,1306,5,9,1291,6,11,0,0,0,1107,11,38,1037,0,1,0,0,20,1465,14,71,1396,11,16,0,1107,11,38,1069,3,11,0
