GEOID20,District,FriendlyId,GEOID23,Total_2016-2020_Comp,Dem_2016-2020_Comp,Rep_2016-2020_Comp,Total_2020_Sen,Dem_2020_Sen,Rep_2020_Sen,Total_2020_Pres,Dem_2020_Pres,Rep_2020_Pres,Total_2018_AG,Dem_2018_AG,Rep_2018_AG,Total_2018_Gov,Dem_2018_Gov,Rep_2018_Gov,Total_2016_Pres,Dem_2016_Pres,Rep_2016_Pres,Total_2016_Sen,Dem_2016_Sen,Rep_2016_Sen,Total_2019_CVAP,White_2019_CVAP,Hispanic_2019_CVAP,Black_2019_CVAP,Asian_2019_CVAP,Native_2019_CVAP,Pacific_2019_CVAP,BlackAlone_2019_CVAP,AsianAlone_2019_CVAP,NativeAlone_2019_CVAP,OtherAlone_2019_CVAP,TwoOrMore_2019_CVAP,Total_2019_Total,White_2019_Total,Hispanic_2019_Total,Black_2019_Total,Asian_2019_Total,Native_2019_Total,Pacific_2019_Total,BlackAlone_2019_Total,NativeAlone_2019_Total,Total_2020_CVAP,White_2020_CVAP,Hispanic_2020_CVAP,Black_2020_CVAP,Asian_2020_CVAP,Native_2020_CVAP,Pacific_2020_CVAP,BlackAlone_2020_CVAP,AsianAlone_2020_CVAP,NativeAlone_2020_CVAP,PacificAlone_2020_CVAP,OtherAlone_2020_CVAP,Total_2020_ACSTot,White_2020_ACSTot,Hispanic_2020_ACSTot,Black_2020_ACSTot,Asian_2020_ACSTot,Native_2020_ACSTot,Pacific_2020_ACSTot,BlackAlone_2020_ACSTot,AsianAlone_2020_ACSTot,NativeAlone_2020_ACSTot,PacificAlone_2020_ACSTot,OtherAlone_2020_ACSTot,TwoOrMore_2020_ACSTot,Total_2010_Total,White_2010_Total,Hispanic_2010_Total,Black_2010_Total,Asian_2010_Total,Native_2010_Total,Pacific_2010_Total,BlackAlone_2010_Total,NativeAlone_2010_Total,Total_2010_VAP,White_2010_VAP,Hispanic_2010_VAP,Black_2010_VAP,Asian_2010_VAP,Native_2010_VAP,Pacific_2010_VAP,BlackAlone_2010_VAP,NativeAlone_2010_VAP,Total_2020_NHVAP,White_2020_NHVAP,Hispanic_2020_NHVAP,BlackAlone_2020_NHVAP,AsianAlone_2020_NHVAP,NativeAlone_2020_NHVAP,PacificAlone_2020_NHVAP,OtherAlone_2020_NHVAP,TwoOrMore_2020_NHVAP,Total_2020_Total,White_2020_Total,Hispanic_2020_Total,Black_2020_Total,Asian_2020_Total,Native_2020_Total,Pacific_2020_Total,Total_2020_VAP,White_2020_VAP,Hispanic_2020_VAP,Black_2020_VAP,Asian_2020_VAP,Native_2020_VAP,Pacific_2020_VAP
17031cust72bbd1100ec38e6459a979df16769f64928dd509,1,17031cust72bbd1100ec38e6459a979df16769f64928dd509,21013,940,887,16,919,720,12,926,895,25,836,794,32,823,786,16,1122,1087,17,1114,1054,27,1488,33,45,1408,0,0,0,1391,0,0,0,0,1907,31,72,1808,0,72,0,0,0,1299,37,1,1272,0,0,0,0,0,0,0,0,1563,36,20,1520,0,20,0,1477,0,0,0,0,26,2332,19,29,2297,12,8,0,0,0,1633,15,19,1603,9,6,0,0,0,1491,9,27,1425,1,1,0,1,27,2010,11,46,1951,5,24,0,1491,9,27,1465,5,23,0
17031custe0e81ac2df93d3f11bdcefdd37f271d9f74f45d6,1,17031custe0e81ac2df93d3f11bdcefdd37f271d9f74f45d6,21014,1067,1005,18,1108,890,13,1104,1068,25,974,933,30,965,932,17,1158,1121,12,1141,1091,23,1675,0,0,1675,0,55,0,1620,0,0,0,0,1890,0,0,1890,0,55,0,0,0,1675,70,30,1575,0,0,0,0,0,0,0,0,2165,269,62,1817,50,0,0,1817,17,0,0,0,0,1899,4,19,1886,0,10,0,0,0,1580,4,12,1567,0,9,0,0,0,1454,6,22,1381,3,3,1,2,36,1740,6,45,1690,4,23,2,1454,6,22,1424,3,19,1
17031cust66d87e1e8c095fab73d4dfda1f237facd5b98232,1,17031cust66d87e1e8c095fab73d4dfda1f237facd5b98232,21015,1181,1104,21,1206,952,8,1214,1169,34,1037,982,38,1038,984,23,1324,1289,12,1319,1256,30,1649,43,40,1566,0,0,0,1566,0,0,0,0,2227,56,68,2018,0,0,0,0,0,1658,60,48,1551,0,0,0,0,0,0,0,0,2039,67,65,1871,10,0,0,1848,0,0,0,48,10,2539,16,39,2508,5,18,0,0,0,1927,15,24,1899,3,13,0,0,0,1740,12,33,1668,2,1,0,0,24,2144,14,57,2086,14,22,1,1740,12,33,1706,10,8,0
17031custefe1c6c81650583293c01dc68e2268a6746d69a9,1,17031custefe1c6c81650583293c01dc68e2268a6746d69a9,21017,786,735,16,814,638,11,818,788,23,692,657,26,685,656,12,859,834,11,856,816,27,968,0,0,962,0,3,0,961,0,0,7,0,1245,0,0,1245,8,13,0,0,0,1175,0,0,1167,0,0,0,0,0,0,0,0,1584,0,0,1584,5,10,0,1574,0,0,0,0,10,1469,6,14,1452,1,12,0,0,0,1144,5,7,1129,1,12,0,0,0,1130,6,19,1081,4,0,0,3,17,1394,8,23,1365,6,5,0,1130,6,19,1106,5,5,0
17031cust37dfb32aa91b31d522e9508e1cd67bb322121cff,1,17031cust37dfb32aa91b31d522e9508e1cd67bb322121cff,21018,996,929,18,1079,840,9,1080,1046,29,933,889,35,931,890,17,1001,966,13,992,947,22,1694,10,0,1684,0,0,0,1684,0,0,0,0,2223,11,13,2186,0,26,0,0,0,1603,27,0,1547,0,25,0,0,0,0,0,0,2269,38,11,2186,0,47,0,2186,0,12,0,0,26,2154,20,37,2118,5,12,0,0,0,1601,17,25,1570,4,10,0,0,0,1568,12,14,1507,0,3,0,1,31,1986,17,21,1953,1,10,1,1568,12,14,1542,0,5,1
17031cust85e0acb0659871bba34d595c18c1554332742a88,1,17031cust85e0acb0659871bba34d595c18c1554332742a88,21019,900,851,13,932,736,5,933,895,28,826,792,28,820,792,11,994,963,11,980,938,29,1528,0,0,1517,0,1,0,1513,0,0,11,0,1982,1,0,1981,13,21,0,0,0,1541,13,0,1520,0,2,0,0,0,0,0,0,1956,1,0,1950,11,19,0,1933,0,0,0,0,17,1789,7,19,1760,1,8,6,0,0,1389,7,10,1365,0,8,2,0,0,1333,4,36,1268,3,0,0,3,19,1672,4,45,1629,11,16,0,1333,4,36,1298,8,13,0
17031cust0ef5be846174311ea57c434f2810ecb104662d19,1,17031cust0ef5be846174311ea57c434f2810ecb104662d19,21020,663,613,15,704,536,8,695,674,17,581,552,22,573,547,14,717,691,16,723,681,26,908,20,0,853,0,17,0,840,0,15,13,0,1189,21,26,1152,17,45,0,0,0,1166,40,0,1113,0,8,0,0,0,0,0,0,1584,38,49,1539,14,32,0,1418,0,7,0,0,74,1240,17,10,1216,1,3,0,0,0,970,6,5,960,1,3,0,0,0,1042,4,16,1006,0,0,0,3,13,1254,6,24,1230,2,16,0,1042,4,16,1024,1,11,0
17031cust903932511bfbb25e04ba5612035b45b670c977e7,1,17031cust903932511bfbb25e04ba5612035b45b670c977e7,21021,2082,1919,52,2173,1657,25,2171,2082,72,1828,1731,69,1808,1717,42,2284,2197,38,2269,2136,81,3618,114,78,3408,7,2,0,3396,7,0,10,0,4561,147,122,4310,14,4,0,0,0,3480,146,143,3185,5,0,0,0,0,0,0,0,4325,213,162,4030,13,0,0,3903,5,0,0,0,41,4228,19,46,4178,7,25,1,0,0,3291,16,24,3256,2,22,1,0,0,3267,9,85,3107,0,3,0,13,50,4011,9,114,3896,12,37,4,3267,9,85,3182,6,29,3
17031custa069195c1f85c343d030b6354ff9a4146fa54335,1,17031custa069195c1f85c343d030b6354ff9a4146fa54335,21022,1197,1117,30,1238,958,26,1239,1183,43,1092,1030,46,1077,1014,30,1315,1270,19,1296,1231,40,2088,105,55,1927,0,0,0,1927,0,0,0,0,2383,106,51,2178,0,0,0,0,0,2137,125,45,1953,0,0,0,0,0,0,0,0,2449,126,57,2265,0,0,0,2232,0,0,0,0,33,2408,22,19,2367,8,18,1,0,0,1959,18,13,1923,8,13,1,0,0,1849,34,28,1744,0,8,3,0,32,2229,41,43,2146,5,31,3,1849,34,28,1782,4,24,3
17031cust6e52146a31dc24cc253807a0c1d28152084ff1c6,1,17031cust6e52146a31dc24cc253807a0c1d28152084ff1c6,21023,994,926,16,1061,788,12,1073,1030,32,859,810,33,844,809,15,1114,1084,9,1101,1055,20,1688,0,68,1613,0,4,0,1609,0,0,3,0,2235,0,145,2123,3,6,0,0,0,1523,0,46,1468,0,10,0,0,0,0,0,0,2320,0,101,2266,0,12,0,2191,0,0,0,14,12,2603,11,41,2574,1,11,2,0,0,1839,8,27,1821,1,4,2,0,0,1660,4,35,1573,3,0,0,5,40,2255,4,50,2206,11,26,2,1660,4,35,1619,6,19,2
17031cust49c1734eefd0e16fa71bef7de3d031b00c4d8ed8,1,17031cust49c1734eefd0e16fa71bef7de3d031b00c4d8ed8,21024,871,808,18,904,690,10,907,869,29,774,736,27,766,733,14,966,929,17,964,915,26,1396,0,9,1381,3,0,0,1378,3,0,8,0,1754,0,10,1742,7,2,0,0,0,1445,0,9,1434,0,0,0,0,0,0,0,0,1897,0,12,1886,0,1,0,1865,0,0,0,5,14,1842,5,7,1837,1,9,1,0,0,1388,5,6,1381,0,5,1,0,0,1398,6,30,1330,2,1,0,3,26,1772,6,40,1731,10,18,1,1398,6,30,1369,3,14,0
17031custd67b9b7cf10634722c1feea28e3d67d5615ca345,1,17031custd67b9b7cf10634722c1feea28e3d67d5615ca345,21025,678,631,15,678,509,9,687,659,24,586,553,29,583,560,12,789,767,11,787,746,21,1130,12,0,1117,0,0,0,1114,0,0,0,0,1577,10,0,1565,2,0,0,0,0,1232,213,0,1214,0,0,0,0,0,0,0,0,1756,15,0,1739,3,0,0,1734,3,0,0,0,6,1686,4,21,1672,0,6,1,0,0,1224,2,11,1212,0,3,1,0,0,1185,8,46,1111,0,2,0,0,18,1543,8,87,1476,4,20,2,1185,8,46,1146,3,15,2
17031cust3e866678022fca4ede8db2c0c874fb90a4ed9745,1,17031cust3e866678022fca4ede8db2c0c874fb90a4ed9745,21026,810,746,17,825,631,12,832,793,33,711,675,29,706,674,14,897,863,9,888,833,27,1297,0,50,1243,0,27,0,1221,0,4,0,0,1703,0,113,1627,0,26,0,0,0,1260,0,82,1172,0,15,0,0,0,0,0,0,1737,0,147,1626,0,26,0,1564,0,3,0,0,23,1818,4,13,1808,0,9,3,0,0,1419,4,8,1413,0,5,2,0,0,1313,1,37,1243,0,1,0,0,31,1638,1,52,1595,8,18,1,1313,1,37,1281,5,14,1
17031custefd84ca96f75fafebc6c7aad9dbab0c9b85915fe,1,17031custefd84ca96f75fafebc6c7aad9dbab0c9b85915fe,21027,1182,1081,30,1247,926,26,1248,1178,56,998,950,31,999,950,24,1317,1257,28,1305,1219,44,2199,13,0,2154,33,2,0,2152,33,0,0,0,2799,12,33,2720,33,4,0,0,0,2181,20,0,2131,29,0,0,0,0,0,0,0,2466,17,75,2343,33,0,0,2343,33,0,0,0,0,2786,4,20,2768,6,16,1,0,0,2141,4,13,2129,4,12,1,0,0,2087,5,36,1993,0,2,0,15,36,2617,6,48,2549,3,25,1,2087,5,36,2036,1,15,1
17031custcd11fed8057fd1d74ca4c1c2ec1f9eff445651b3,1,17031custcd11fed8057fd1d74ca4c1c2ec1f9eff445651b3,21028,1058,971,25,1078,824,9,1083,1040,34,909,857,37,896,847,23,1188,1147,19,1180,1102,35,1701,37,2,1660,3,0,0,1660,3,0,0,0,2031,37,0,1989,9,0,0,0,0,1515,0,0,1510,5,0,0,0,0,0,0,0,1858,14,1,1837,9,0,0,1837,4,0,0,0,3,2220,2,21,2209,0,6,0,0,0,1676,2,9,1668,0,5,0,0,0,1577,0,18,1522,0,0,0,3,34,2003,1,25,1981,2,11,1,1577,0,18,1564,0,7,1
17031cust24e368e5addefb7a90fc3f46c0e0581a0d6396f1,1,17031cust24e368e5addefb7a90fc3f46c0e0581a0d6396f1,21029,1019,940,21,1051,808,14,1054,1008,35,885,834,37,876,842,15,1140,1097,19,1136,1054,38,1353,43,35,1273,3,0,0,1273,1,0,0,0,1724,42,72,1600,6,0,0,0,0,1544,18,26,1485,5,0,0,0,0,0,0,0,1889,13,60,1807,5,0,0,1798,4,0,0,0,12,1970,3,13,1964,0,9,0,0,0,1512,3,7,1505,0,7,0,0,0,1463,7,31,1377,2,0,0,11,35,1802,10,39,1754,11,18,2,1463,7,31,1422,9,16,2
17031cust6f1fc535b3e10b58520a8916d6208c7f5f42e1a3,1,17031cust6f1fc535b3e10b58520a8916d6208c7f5f42e1a3,22001,447,421,7,448,344,16,460,432,24,365,355,6,367,356,5,555,534,6,545,514,13,834,45,95,694,0,0,0,694,0,0,0,0,1308,71,376,861,0,0,0,0,0,963,20,105,836,0,0,0,0,0,0,0,0,1367,22,390,956,0,0,0,956,0,0,0,0,0,1449,7,130,1320,0,23,1,0,0,1093,6,89,1005,0,17,1,0,0,1165,29,393,722,0,3,0,4,14,1511,29,551,938,6,41,3,1165,29,393,749,5,28,2
17031cust342f05b999390fca031ef604f760552bfd2ced02,1,17031cust342f05b999390fca031ef604f760552bfd2ced02,22002,298,272,15,306,239,14,311,287,21,234,215,17,230,214,9,366,351,7,350,322,16,606,77,349,173,0,0,0,173,0,0,5,0,1268,89,953,218,7,5,5,0,0,521,53,245,282,0,0,0,0,0,0,0,0,1128,45,892,182,35,5,5,176,7,0,0,0,5,1232,31,483,731,1,11,0,0,0,789,20,301,473,0,8,0,0,0,924,44,494,376,1,2,0,1,6,1359,51,741,567,7,62,1,924,44,494,383,4,40,1
17031cust703e852903478a0ac6245c142b9aa13594201bc6,1,17031cust703e852903478a0ac6245c142b9aa13594201bc6,22003,513,443,54,617,508,60,635,538,97,378,318,49,374,338,29,548,500,36,530,447,54,820,50,735,35,0,0,0,35,0,0,0,0,2333,57,2242,39,8,18,0,0,0,949,37,886,25,0,2,0,0,0,0,0,0,2184,44,2112,32,9,12,0,25,0,0,0,0,0,2724,41,2627,75,19,52,0,0,0,1791,30,1721,50,7,30,0,0,0,1937,38,1842,37,3,5,0,1,11,2599,40,2485,68,13,183,4,1937,38,1842,55,8,140,4
17031cust4ec902554607bf5a45253f1b9bf842acfca1d36b,1,17031cust4ec902554607bf5a45253f1b9bf842acfca1d36b,22004,429,377,35,482,405,33,492,429,53,320,276,34,333,301,21,506,461,24,471,404,37,831,23,723,80,0,4,0,80,0,4,0,0,2547,26,2423,109,0,12,0,0,0,1175,104,1048,13,0,10,0,0,0,0,0,0,2434,112,2263,59,28,207,0,50,0,9,0,0,0,2869,50,2790,38,13,37,1,0,0,1992,42,1927,24,8,26,1,0,0,2011,55,1890,52,3,0,0,3,8,2817,68,2634,125,11,180,2,2011,55,1890,77,7,130,1
17031cust0ede22d61d2ea3564b3f9c54a55afb424ba37e70,1,17031cust0ede22d61d2ea3564b3f9c54a55afb424ba37e70,22005,804,696,70,876,728,62,886,778,96,606,507,80,616,548,45,947,864,42,888,745,85,2004,194,1549,252,0,0,0,242,0,0,10,0,4546,255,3966,401,21,70,11,0,0,2053,66,1791,111,0,0,0,0,0,0,0,0,4141,102,3774,340,22,189,11,236,10,0,0,0,22,4981,149,4504,359,19,89,0,0,0,3317,118,2955,260,12,52,0,0,0,3327,93,3054,127,18,5,0,7,23,4617,109,4254,297,39,368,10,3327,93,3054,220,36,279,5
17031cust52a2f086fd1dd529879226e28facd36d3ea43ad8,1,17031cust52a2f086fd1dd529879226e28facd36d3ea43ad8,22006,493,414,46,564,462,40,579,484,75,371,315,44,365,322,32,551,486,30,524,429,45,1159,56,1094,10,0,0,0,10,0,0,0,0,3243,57,3128,64,19,0,0,0,0,1280,44,1226,11,0,0,0,0,0,0,0,0,3288,51,3166,80,20,9,0,47,20,0,0,6,0,3517,51,3377,110,6,78,1,0,0,2250,44,2149,58,6,49,1,0,0,2303,49,2162,64,10,8,2,1,7,3344,63,3149,111,31,200,5,2303,49,2162,72,21,134,4
17031custa12675d811d1ee14df596a62ddbaf674e2caed39,1,17031custa12675d811d1ee14df596a62ddbaf674e2caed39,22007,553,479,47,580,487,36,589,510,68,418,362,45,419,379,28,655,597,31,625,510,67,1397,33,1343,22,0,0,0,22,0,0,0,0,3537,39,3454,68,0,28,0,0,0,1367,39,1302,14,0,0,0,0,0,0,0,0,3457,50,3362,203,0,40,0,40,0,0,0,0,0,3729,64,3588,83,19,110,3,0,0,2427,57,2302,68,14,63,3,0,0,2498,59,2408,12,0,0,0,7,12,3475,70,3369,24,6,152,1,2498,59,2408,19,3,127,1
17031cust33cd06e44d8c49dd58ad2242ea74a71af5eb373e,1,17031cust33cd06e44d8c49dd58ad2242ea74a71af5eb373e,22008,588,517,47,634,543,33,642,564,66,452,389,53,451,415,29,688,641,25,637,541,56,1518,5,1510,5,0,0,0,5,0,0,0,0,3352,17,3333,9,0,33,0,0,0,1982,341,1649,2,60,0,0,0,0,0,0,0,4040,280,3699,4,58,38,0,4,58,0,0,0,0,3688,38,3625,44,1,71,7,0,0,2531,32,2481,31,1,52,7,0,0,2874,36,2808,10,4,3,0,3,10,3994,45,3901,50,10,248,5,2874,36,2808,29,7,180,1
17031cust865b64bd2e61d94e4b248ea9e25fb58348c3eb54,1,17031cust865b64bd2e61d94e4b248ea9e25fb58348c3eb54,22009,581,506,47,648,555,47,665,591,59,430,362,50,431,396,25,656,594,30,626,516,65,1110,63,1023,19,10,0,0,19,0,0,0,0,4013,78,3828,97,24,50,0,0,0,1081,71,978,20,10,0,0,0,0,0,0,0,3372,85,3192,89,21,43,0,74,0,0,0,0,21,3451,73,3361,38,10,86,11,0,0,2255,59,2184,22,4,50,7,0,0,2491,50,2422,6,1,1,0,6,5,3536,55,3450,43,6,240,0,2491,50,2422,31,6,171,0
17031cust308f8595c7980c6d64da546b50e5b4dd9b05ee1a,1,17031cust308f8595c7980c6d64da546b50e5b4dd9b05ee1a,22010,641,553,61,692,591,62,705,604,83,482,410,61,497,444,41,748,674,35,713,596,74,1090,0,1090,0,0,0,0,0,0,0,0,0,2579,0,2579,37,0,0,0,0,0,1013,0,1018,0,0,0,0,0,0,0,0,0,2034,0,2034,56,0,36,0,0,0,0,0,0,0,3010,91,2907,27,6,11,0,0,0,2004,71,1923,14,4,9,0,0,0,2097,37,2043,8,0,1,0,2,6,2843,41,2771,32,9,190,1,2097,37,2043,15,2,165,1
17031cust6de49b0d81a10716226cb2af92d6fcd847b44479,1,17031cust6de49b0d81a10716226cb2af92d6fcd847b44479,22011,756,668,60,860,742,61,875,751,105,573,502,57,587,534,35,845,793,26,794,673,71,1623,52,1573,1,0,0,0,1,0,0,0,0,4153,105,4048,6,7,14,0,0,0,1677,77,1504,0,15,0,0,0,0,0,0,0,3463,201,3216,14,55,0,0,0,48,0,0,0,0,4679,81,4573,38,21,94,8,0,0,3147,74,3053,24,11,66,5,0,0,3280,40,3199,16,6,8,0,6,5,4618,46,4495,59,20,336,8,3280,40,3199,37,15,250,3
17031cust26794557ed2e6a47d3892632c3fb06e9b76abf79,1,17031cust26794557ed2e6a47d3892632c3fb06e9b76abf79,22012,548,469,51,665,556,54,675,570,82,381,315,46,397,349,29,612,546,34,577,486,61,1066,57,1006,0,0,0,0,0,0,0,0,0,2871,96,2768,10,47,32,11,0,0,1061,62,1010,0,0,0,0,0,0,0,0,0,2353,76,2272,12,26,10,12,0,0,5,0,0,0,3410,63,3331,30,15,45,8,0,0,2267,60,2198,21,10,27,8,0,0,2343,76,2247,5,2,0,0,6,7,3390,94,3264,35,14,255,1,2343,76,2247,16,8,192,1
17031cust1fb8d8b121d88a660d7612eb126b3ab2b2f44b57,1,17031cust1fb8d8b121d88a660d7612eb126b3ab2b2f44b57,22013,578,502,50,646,556,53,645,561,76,429,363,48,447,395,28,674,599,41,641,544,64,1498,67,1427,1,0,1,0,1,0,1,2,0,3480,105,3372,8,40,19,3,0,0,1279,26,1246,0,0,0,0,0,0,0,0,0,2724,69,2651,9,13,9,5,1,0,5,0,0,1,3695,69,3602,46,14,57,3,0,0,2409,62,2328,27,10,38,3,0,0,2462,28,2419,5,1,1,1,2,5,3446,52,3372,39,17,240,2,2462,28,2419,20,11,186,2
17031custb9a7be7eb56eca9cbd64aefb8fc54bdd6866207b,1,17031custb9a7be7eb56eca9cbd64aefb8fc54bdd6866207b,22014,560,488,52,620,522,60,616,523,79,421,366,42,444,403,29,650,588,34,622,519,65,1181,141,1027,3,0,3,0,3,0,3,13,0,2728,141,2575,37,29,11,0,0,0,1617,35,1563,4,0,2,0,0,0,0,0,0,3469,41,3414,37,37,13,0,1,0,0,0,0,13,3051,61,2967,36,13,60,0,0,0,2029,57,1952,23,9,37,0,0,0,2171,47,2090,18,4,3,0,5,4,2995,50,2900,37,9,203,0,2171,47,2090,27,8,146,0
17031cust973d4d0e92cfd579f2b64beedaa9fefc643e8221,1,17031cust973d4d0e92cfd579f2b64beedaa9fefc643e8221,22015,359,318,30,386,330,28,395,346,46,284,250,26,292,273,14,412,373,24,398,339,37,360,35,325,0,0,0,0,0,0,0,0,0,1322,34,1288,73,0,26,0,0,0,529,45,485,0,0,0,0,0,0,0,0,0,1823,42,1781,196,0,34,0,0,0,0,0,0,0,1650,48,1599,19,0,7,4,0,0,1117,42,1072,14,0,7,3,0,0,1144,28,1085,16,0,2,0,5,8,1516,29,1446,28,8,91,0,1144,28,1085,20,7,76,0
17031cust47ee4e7c50c0d5b80505cdf5f1f2a4e68dd5076e,1,17031cust47ee4e7c50c0d5b80505cdf5f1f2a4e68dd5076e,22016,591,450,107,653,462,103,663,489,159,494,367,105,499,398,80,653,511,102,628,478,111,1185,188,662,227,114,0,0,227,114,0,0,0,2302,309,1584,254,174,50,0,0,0,1055,146,583,234,82,4,0,0,0,0,0,0,2044,317,1362,262,146,67,0,244,114,0,0,0,5,2153,357,1431,275,111,23,8,0,0,1630,333,970,246,91,16,7,0,0,1711,223,1181,197,96,0,0,2,12,2200,242,1590,245,137,120,1,1711,223,1181,209,105,94,0
17031cust4326407c6d3d47fbc5c0441153ee9c8ebed988e3,1,17031cust4326407c6d3d47fbc5c0441153ee9c8ebed988e3,22017,253,235,6,272,216,8,274,263,7,211,201,8,208,196,4,282,271,4,283,266,6,424,32,66,332,0,0,0,326,0,0,0,0,577,29,179,368,0,0,0,0,0,375,8,83,288,0,0,0,0,0,0,0,0,577,8,223,348,0,8,18,334,0,0,0,0,13,574,3,80,496,2,0,0,0,0,426,2,46,380,2,0,0,0,0,460,10,140,307,0,0,0,0,3,612,10,220,383,0,14,1,460,10,140,310,0,7,0
17031cust802acf545cf8567b946d221790686f390729572d,1,17031cust802acf545cf8567b946d221790686f390729572d,22018,523,484,15,515,405,19,524,494,23,468,443,19,461,434,14,603,575,14,600,571,15,846,37,64,743,0,0,0,734,0,0,0,0,1067,39,202,836,0,0,0,0,0,710,23,137,547,0,20,0,0,0,0,0,0,983,23,316,642,0,10,24,624,0,0,0,0,19,1147,5,134,1009,0,3,0,0,0,869,5,89,775,0,2,0,0,0,833,20,261,538,0,0,1,1,12,1098,21,410,666,6,37,2,833,20,261,545,3,33,2
17031custda50d020cfc3c18289ab8199ffa93e08b42d0927,1,17031custda50d020cfc3c18289ab8199ffa93e08b42d0927,22019,789,593,162,920,673,173,934,701,225,632,472,140,622,482,114,823,623,166,798,594,158,1169,434,656,45,18,20,0,45,18,0,0,0,2156,483,1529,56,57,45,0,0,0,1315,344,862,70,11,25,0,0,0,0,0,0,2177,410,1622,83,23,53,0,68,23,0,0,0,57,2272,612,1467,162,69,11,0,0,0,1615,542,932,117,45,8,0,0,0,1803,369,1247,129,38,1,0,4,15,2395,395,1775,186,55,149,4,1803,369,1247,144,47,124,4
17031custebc2db7f1c253188e5f0f44fbecfbdc2dd3c100e,1,17031custebc2db7f1c253188e5f0f44fbecfbdc2dd3c100e,23001,386,182,175,442,220,154,447,210,230,310,143,152,311,147,143,404,182,189,398,190,179,546,394,132,7,0,11,0,7,0,0,0,0,682,417,243,7,0,13,0,0,0,478,308,169,0,0,10,0,0,0,0,0,0,562,304,242,0,0,9,0,0,0,0,0,6,9,790,556,221,6,7,9,0,0,0,612,470,133,3,7,6,0,0,0,603,373,223,0,4,0,0,0,3,730,435,287,6,8,16,0,603,373,223,4,6,14,0
17031cust6af77d639731c7555591303fc3040241a1cf9ee5,1,17031cust6af77d639731c7555591303fc3040241a1cf9ee5,23002,673,327,309,733,355,279,754,342,402,578,267,296,575,288,260,707,343,334,685,356,284,1147,807,323,13,0,2,0,13,0,0,0,0,1543,909,616,12,2,2,0,0,0,1023,695,322,0,0,0,0,0,0,0,0,0,1401,784,599,0,2,2,0,0,2,0,0,12,2,1335,973,337,5,8,12,0,0,0,1044,819,210,3,1,5,0,0,0,1078,656,389,8,9,2,0,2,12,1395,761,588,18,19,56,2,1078,656,389,13,15,33,0
17031cust88a9e00b904eb0138650f42cdf2be7daeeb8a8a9,1,17031cust88a9e00b904eb0138650f42cdf2be7daeeb8a8a9,23003,419,211,184,476,244,172,485,231,251,355,171,172,359,199,137,417,201,202,405,217,169,757,509,246,0,0,2,0,0,0,0,0,0,1017,571,439,0,8,2,0,0,0,768,494,279,0,0,0,0,0,0,0,0,0,1050,543,499,0,7,1,0,0,7,0,0,0,1,808,566,225,5,3,11,1,0,0,613,466,137,0,1,9,1,0,0,600,390,195,2,0,0,0,3,10,763,446,299,2,8,19,0,600,390,195,2,7,11,0
17031custabeac7416af79034c93973f1b33d4e8589e5eec8,1,17031custabeac7416af79034c93973f1b33d4e8589e5eec8,23004,282,137,130,335,159,136,340,159,177,241,115,118,245,123,109,271,127,133,264,131,117,438,282,155,0,0,0,0,0,0,0,0,0,583,310,264,0,10,0,0,0,0,626,372,245,3,0,0,0,0,0,0,0,0,823,412,402,1,10,0,0,1,10,0,0,0,0,538,396,134,1,3,3,0,0,0,424,337,86,1,2,3,0,0,0,481,290,167,7,4,0,3,2,8,608,323,254,9,14,24,4,481,290,167,9,7,15,4
17031cust9bf5eaaddcf1421cb51207933ba37fdc1bc41c1c,1,17031cust9bf5eaaddcf1421cb51207933ba37fdc1bc41c1c,23005,503,251,224,549,270,188,559,254,301,432,210,215,441,243,187,507,232,255,508,291,193,777,547,223,0,9,0,0,0,9,0,0,0,1005,654,318,0,31,6,0,0,0,716,482,224,1,2,0,0,0,0,0,0,0,923,543,358,0,25,2,0,0,13,0,0,0,12,1048,710,319,4,14,8,0,0,0,811,583,212,2,11,7,0,0,0,766,459,279,10,0,3,1,0,14,988,549,403,17,10,22,3,766,459,279,13,7,16,3
17031custb4f03cb4620daf81c5b5b2e19893d3320b525a0f,1,17031custb4f03cb4620daf81c5b5b2e19893d3320b525a0f,23006,305,147,142,325,166,128,335,157,170,274,131,135,277,136,123,326,140,169,315,170,120,480,333,145,0,6,0,0,0,6,0,0,0,631,397,212,0,24,5,0,0,0,460,294,157,0,8,0,0,0,0,0,0,0,619,351,247,0,20,6,0,0,9,0,0,0,11,649,470,171,1,7,1,0,0,0,509,395,106,1,2,1,0,0,0,546,306,222,1,13,2,1,0,1,709,374,304,5,25,17,3,546,306,222,2,20,12,3
17031custd301e91844f702470ec879e58d9851f908cc39f1,1,17031custd301e91844f702470ec879e58d9851f908cc39f1,23007,457,247,185,525,276,175,531,268,257,389,221,158,386,216,154,459,233,201,446,268,155,747,422,325,0,0,0,0,0,0,0,0,0,1262,488,774,0,0,0,0,0,0,687,393,304,0,0,0,0,0,0,0,0,0,1170,488,682,0,0,0,0,0,0,0,0,0,0,1016,688,312,4,13,5,0,0,0,776,562,201,2,10,5,0,0,0,794,398,378,1,4,2,0,0,11,1050,479,540,13,13,24,4,794,398,378,4,10,15,3
